mos_into_deployment,R^2,RMSE,MBE,Median_Bias_Error,measurement_sd,reference_sd
0,1,0,0,0,0.1143623042168843,0.1143623042168843
1,1,0,0,0,0.1101852803519641,0.1101852803519641
2,1,0,0,0,0.3034165459740381,0.3034165459740381
3,1,0,0,0,0.20301556351341662,0.20301556351341662
4,1,0,0,0,0.5298306862423928,0.5298306862423928
5,NA,0,0,0,NA,NA
6,1,0,0,0,0.296902057599682,0.296902057599682
7,1,0,0,0,0.14413311494003994,0.14413311494003994
8,1,0,0,0,0.08079137965910334,0.08079137965910334
9,1,0,0,0,0.09354918654084989,0.09354918654084989
10,1,0,0,0,0.1191713713491664,0.1191713713491664
11,1,0,0,0,0.1256220491953,0.1256220491953
12,0.1230379915291713,0.12407022889122875,0.001744047280650979,-1.4772327537826424e-5,0.10289627921355668,0.1143623042168843
13,0.3182957334244688,0.11424848816901056,0.04430945031502178,0.052457063744584115,0.11531085016838126,0.1101852803519641
14,0.0064888191601498715,0.3357458214757211,-0.030222227933890285,-0.015978860305834952,0.16826114408823303,0.3034165459740381
15,0.0018347733761961574,0.24498602023802224,0.032449819184274496,0.037588384789863594,0.14268927500907258,0.20301556351341662
16,0.07767346449057383,0.5231853510351645,-0.0947015122608024,0.006147700498838865,0.0694012534935533,0.5298306862423928
17,NA,0.011887208896652818,-0.011887208896652818,-0.011887208896652818,0.04499680930902341,NA
18,0.001691200161392993,0.29654539740312547,-0.007319252632773837,0.01820538039885429,0.01471738563186409,0.296902057599682
19,0.007895160103138944,0.1504362960132117,-0.04195452503242409,-0.026631193318046358,0.029063990086030052,0.14413311494003994
20,0.21859975335342202,0.09245870374840437,-0.05841181511379072,-0.048988599782646164,0.02955880809649829,0.08079137965910334
21,2.3720308111512678e-4,0.4090827773838529,-0.020526348487709754,-0.0601350076916972,0.3994391301210004,0.09354918654084989
22,0.001706784777143955,0.9082697594115222,0.4085215298805152,-0.051970111580608144,0.8079188663882042,0.1191713713491664
23,0.006167214242268895,0.2949060090499627,-0.08810045293990101,-0.10442590307792998,0.26221483210391994,0.1256220491953
24,3.8272492216678367e-4,0.23077882390739274,-0.12270410188777615,-0.12370367498049163,0.1564455635315855,0.1143623042168843
25,4.818543807708514e-4,0.19135421430338523,-0.05793655179226522,-0.06707306166155326,0.14793300186285416,0.1101852803519641
26,3.1571298216395336e-4,0.3324956042306755,-0.11144790983717888,-0.0979738334928677,0.08513370443404626,0.3034165459740381
27,3.9322920933289525e-6,0.21698850452631294,-0.07133437608243119,-0.0571475767915038,0.029363074755701737,0.20301556351341662
28,0.06361178359390085,0.5503012204992297,-0.15475781304875671,-0.05068980121086255,0.005593006143649946,0.5298306862423928
29,NA,0.03813861553152802,-0.03813861553152802,-0.03813861553152802,0.003573166144629443,NA
30,0.0022062894404225484,0.29661180735866266,-0.004334123992019433,0.018650527489848197,0.011101722685728066,0.296902057599682
31,0.005773308097203774,0.14587001815529285,-0.015170377746828832,-0.005220253113442708,0.03145160244792871,0.14413311494003994
32,0.23246898624904896,0.08032152211460235,-0.03802576201693653,-0.031083156354256902,0.040567569267731765,0.08079137965910334
33,0.08104930167864112,0.10773122440660282,-0.01606481537658636,-0.01915532661724069,0.08426130703098882,0.09354918654084989
34,0.040561292967866876,0.15381636112670075,-0.009489512264867465,-0.01636143046818074,0.12388300334802663,0.1191713713491664
35,0.00317539790471787,0.35170311423841044,0.011926537524354523,-0.01895671060497904,0.3215369055630333,0.1256220491953
36,0.06101395024287701,0.12235045418218082,-0.04467699480074016,-0.031117358122899355,0.05591715471962278,0.1143623042168843
37,0.0038604937821919783,0.7988046370696528,0.2205072856485988,0.00701339880799981,0.7411224053892586,0.1101852803519641
38,0.002741828424800023,0.3158175960724212,-0.08362030996796929,-0.043603635252675854,0.04861425272329876,0.3034165459740381
39,0.005760714883832737,0.20263987938772804,4.7854475629432693e-4,0.0195605683077692,0.027399780288763595,0.20301556351341662
40,0.068947831801277365,0.5809892784345154,-0.10163229179588827,0.023614059228076495,0.005882107716771975,0.5298306862423928
41,NA,0.041923014253852586,0.041923014253852586,0.041923014253852586,0.014990383981878653,NA
42,3.9890113546533156e-4,0.2973606558358063,-0.020743074447528903,0.003927947155254699,0.006408187744859696,0.296902057599682
43,0.006409622335429394,0.15757327568547266,-0.036363540019865234,-0.023808092135649807,0.008750035699957791,0.14413311494003994
