mos_into_deployment,R^2,RMSE,MBE,Median_Bias_Error,measurement_sd,reference_sd
0,1,0,0,0,0.21654521969324256,0.21654521969324256
1,1,0,0,0,0.1574826273202392,0.1574826273202392
2,1,0,0,0,0.15507603749540214,0.15507603749540214
3,1,0,0,0,0.12464307009070504,0.12464307009070504
4,1,0,0,0,0.11913739774898074,0.11913739774898074
5,1,0,0,0,0.08732447470000394,0.08732447470000394
6,1,0,0,0,0.16792891217643824,0.16792891217643824
7,1,0,0,0,0.09629903860748995,0.09629903860748995
8,1,0,0,0,0.12849653251823948,0.12849653251823948
9,1,0,0,0,0.09791831678449593,0.09791831678449593
10,1,0,0,0,0.17096882601945723,0.17096882601945723
11,1,0,0,0,0.19942494880626355,0.19942494880626355
12,0.021593575196870184,0.33867334041080244,0.05275032645093282,0.03563764317456909,0.22288613673816932,0.21654521969324256
13,0.02462854416017501,0.1994983902366049,-0.0230527219380678,-0.020633476444802054,0.1596013748007296,0.1574826273202392
14,0.11691371925308489,0.17815146413878424,-8.525862834794158e-4,0.002898421960975811,0.15042820608923888,0.15507603749540214
15,0.005476564026698853,0.16241949200637587,-0.014543061718789342,-0.005911101219511647,0.1102970290537928,0.12464307009070504
16,0.001089469814397762,0.15049836246252535,-0.009541795607128532,0.0019105551176405167,0.09156814585889052,0.11913739774898074
17,0.058108375938605406,0.10033847127435175,-0.008946356445140457,0.0011321790827138606,0.06907017512196609,0.08732447470000394
18,3.161055556849917e-5,0.20209221592795992,-0.07479759947969568,-0.04215530890768125,0.07169580863098571,0.16792891217643824
19,0.0047653266539446236,0.13205647503122664,-0.05681762313738032,-0.052393375888481544,0.06712638209325136,0.09629903860748995
20,0.0030935300981359696,0.10191590227563502,-0.0034934035083163694,-0.0023738798105618075,0.07342118215327342,0.12849653251823948
21,0.060331616654868074,0.11721321246095336,-0.040292029335108,-0.03867374297978582,0.07786353608428734,0.09791831678449593
22,0.0020200084174601765,0.2288497120204749,-0.04195537996077272,-0.03332377530852487,0.15015273130110326,0.17096882601945723
23,0.0458597922976598,0.24152244888108665,-0.06018221742927779,-0.0359659280815567,0.16455737381393828,0.19942494880626355
24,8.101556246501234e-4,0.2822276583631953,-0.024476126735766986,-5.059095493777921e-4,0.17748439072383534,0.21654521969324256
25,0.023611216195224435,0.20650825648261573,-0.06724965874053208,-0.0612729850217561,0.1384586708940253,0.1574826273202392
26,0.0033222414703745675,0.20064515629079108,-0.07360032849372072,-0.05339312024941495,0.1134597616516873,0.15507603749540214
27,0.014336646607318013,0.1503293276785925,-0.030126143392012316,-0.028726187707100802,0.10916554459140206,0.12464307009070504
28,0.02281358207893291,0.13828826733851965,-0.03511312774437496,-0.017221967761373497,0.07362777901300453,0.11913739774898074
29,0.08448601168037796,0.10416960201296842,-0.012175004214430064,-0.0095840633543543,0.078576117396368,0.08732447470000394
30,0.18875320870292994,0.09419233977206803,-0.0020795058992911456,4.0703581924622645e-4,0.07558261218107129,0.14455261886411722
