"date","co_quantaq_dpw","co_quantaq_pema","co_quantaq_pha","co_beaco2n_dpw","co_beaco2n_pema","co_beaco2n_pha","residual"
2024-12-06 17:00:00,0.768974,0.90568,NA,0.0684354774028306,0.12132291308219,0.0945453991844882,0.766227945445258
2024-12-06 18:00:00,0.777078,0.874297,NA,0.0796503667750707,0.132521531497679,0.105233991676971,0.727226515561019
2024-12-06 19:00:00,0.807844,0.875225,NA,0.113853865813081,0.149238448401917,0.0938267540980981,0.725667762860739
2024-12-06 20:00:00,0.790003,0.868544,NA,0.0991238080636939,0.149588132718893,0.10111474489241,0.715742892679784
2024-12-06 21:00:00,0.798589,0.856388,NA,0.109125170343996,0.143781559203512,0.0881337473451066,0.710870603108715
2024-12-06 22:00:00,0.793044,0.83521,NA,NA,0.124883728832792,0.0810095503866606,0.697804002238005
2024-12-06 23:00:00,0.787578,0.813424,NA,0.0945172187973777,0.109391666212978,0.0739560622422027,0.681162176220525
2024-12-07,0.781793,0.837524,NA,0.0940081473963597,0.14288277519926,0.0753827170660527,0.69934014556136
2024-12-07 01:00:00,0.788259,0.841537,NA,0.104112866419257,0.150418013999485,0.0710143378141086,0.657138604607164
2024-12-07 02:00:00,0.798325,0.872012,NA,NA,0.18740956293513,0.0646113431208188,0.67900511552887
2024-12-07 03:00:00,0.793883,0.830086,NA,0.109209894881993,0.141139975492937,0.0620767070681029,0.500704956681828
2024-12-07 04:00:00,0.800093,0.813153,NA,NA,0.124456666269273,0.0648696206249943,0.371889247853534
2024-12-07 05:00:00,0.800481,0.813774,NA,0.112388797257266,0.126960592982755,0.0661011678846469,0.436630754450181
2024-12-07 06:00:00,0.809777,0.831247,NA,NA,0.149831828635143,0.0757830749930797,0.496924527721696
2024-12-07 07:00:00,0.816743,0.840733,NA,NA,0.168566267336306,0.0990188803807236,0.57537001223112
2024-12-07 08:00:00,0.818165,0.857727,NA,NA,0.1760011237107,0.111109822993523,0.571324497373542
2024-12-07 09:00:00,0.813979,0.850961,NA,NA,0.153030310843822,0.128148870794093,0.614394472247202
2024-12-07 10:00:00,0.851672,0.848093,NA,NA,0.146852521866348,0.108902357383699,0.459671984736628
2024-12-07 11:00:00,0.815464,0.830902,NA,0.15694811520514,0.135839686561514,0.134190588200885,NA
2024-12-07 12:00:00,0.794415,0.816648,NA,0.138810183343098,0.136538778174482,0.118585047723745,0.202766637750171
2024-12-07 13:00:00,0.770673,0.81365,NA,0.123738182270401,0.140849911020763,0.118181496013136,0.246319772678011
2024-12-07 14:00:00,0.775526,0.827894,NA,0.127895947163978,0.162453074482677,0.120193432327063,0.687231278018094
2024-12-07 15:00:00,0.811249,0.824839,NA,0.138477033214719,0.182033663954333,0.153605409904071,0.697273554999038
2024-12-07 16:00:00,0.895585,0.897492,NA,0.203013315796802,0.254444297369382,0.215246211384099,0.765654127778299
2024-12-07 17:00:00,0.918703,0.95436,NA,0.213548111285518,0.312276478099601,0.207711098592174,0.813514942283177
2024-12-07 18:00:00,0.96807,0.961582,NA,0.249723995742426,0.313989877862627,0.239619204175787,0.809831740755777
2024-12-07 19:00:00,0.983451,0.962564,NA,0.259325881196802,0.313729436730513,0.274366308931913,0.781658742911628
2024-12-07 20:00:00,0.942376,0.960115,NA,NA,0.312111532188936,0.276193485348173,0.686989784360635
2024-12-07 21:00:00,0.933275,1.062792,NA,0.224821264314173,0.414465375281265,0.282877352971762,0.80518258127808
2024-12-07 22:00:00,0.949227,1.025235,NA,0.233744497594494,0.37814670381169,0.292141215971446,0.765104081785089
2024-12-07 23:00:00,0.864534,0.854876,NA,0.169213724497563,0.21326536513762,0.131823667472165,0.60505131738481
2024-12-08,0.764927,0.795639,NA,0.102094612444501,0.15806605186777,0.12084943082518,0.47349768573422
2024-12-08 01:00:00,0.757637,0.813434,NA,0.09522162565154,0.167439400583648,0.136406880665728,0.574489543529729
2024-12-08 02:00:00,0.75879,0.823709,NA,0.0996617836200268,0.173375971972724,0.137948443134265,0.614940568780373
2024-12-08 03:00:00,0.741318,0.809742,NA,0.0889752441882294,0.158956440118656,0.127592803772702,0.562628697518659
2024-12-08 04:00:00,0.717011,0.799397,NA,0.0717564388252581,0.141649639162018,0.118357460380192,0.56021530148831
2024-12-08 05:00:00,0.73479,0.829591,NA,0.0891587947715665,0.171040405228155,0.142637689792714,0.578103982164487
2024-12-08 06:00:00,0.735676,0.848894,NA,0.0891878001219318,0.189798770555512,0.166741465927664,0.612051926954662
2024-12-08 07:00:00,0.706513,0.805565,NA,0.0729953056775547,0.141218001117484,0.105146811362957,0.651746972444706
2024-12-08 08:00:00,0.699199,0.785415,NA,NA,0.128823322015617,0.0968255348052335,0.638306101420047
2024-12-08 09:00:00,0.698676,0.775122,NA,NA,0.125125459516546,0.0950358081302484,0.612430225945004
2024-12-08 10:00:00,0.723968,0.79501,NA,NA,0.144727488415574,0.119219623476919,0.559651284832586
2024-12-08 11:00:00,0.732654,0.800433,NA,0.0958901541853039,0.141370265703569,0.100397794116968,0.620398109782869
2024-12-08 12:00:00,0.743779,0.793511,NA,0.113582440191026,0.157113229227593,0.122401174715211,0.682392414261973
2024-12-08 13:00:00,0.742288,0.805226,NA,0.111903609772007,0.160731678485797,0.125344863724598,0.643001239562557
2024-12-08 14:00:00,0.738817,0.805264,NA,0.108900306390747,0.169426327001568,0.130427921979965,0.675641556460661
2024-12-08 15:00:00,0.754013,0.80353,NA,0.119983228629982,0.169296157139743,0.143070773357194,0.690437688789994
2024-12-08 16:00:00,0.806193,0.82008,NA,0.159469611156499,0.192319765476145,0.178981240359941,0.690317929669907
2024-12-08 17:00:00,0.824987,0.863296,NA,NA,0.224953697693103,0.177779123159922,0.670641631306403
2024-12-08 18:00:00,0.827435,0.939225,NA,0.174676711166213,0.285196746740074,0.158802599297933,0.781435301675399
2024-12-08 19:00:00,0.777008,0.858596,NA,0.137222697416307,0.214017307770718,0.13728749262458,0.685674205870806
2024-12-08 20:00:00,0.771178,0.874396,NA,0.133722939771651,0.231323720743892,0.148865766742521,0.530313664930786
2024-12-08 21:00:00,0.760365,0.798367,NA,0.126877118288979,0.162078431500849,0.125569917163227,0.261199818759936
2024-12-08 22:00:00,0.752869,0.862491,NA,0.11677337638842,0.221181492048127,0.125031281722698,0.569270559189512
2024-12-08 23:00:00,0.828705,0.882237,NA,NA,0.245931785548345,0.326744392637656,0.645689454399605
2024-12-09,0.826367,0.892987,NA,0.159038179105136,0.260650957881611,0.18381517036012,0.642111741436891
2024-12-09 01:00:00,0.837854,1.015374,NA,0.174204373646915,0.381411107350702,0.215392633647937,0.806932689369563
2024-12-09 02:00:00,0.923299,1.057622,NA,0.251745534004199,0.436022373678738,0.293925061800961,0.873842481527905
2024-12-09 10:00:00,0.976352,1.268457,NA,NA,0.592416429765204,0.470961094297534,1.10378807116293
2024-12-09 11:00:00,0.867256,0.902664,NA,0.195245543914605,0.232542570223366,0.165046617331463,0.756288185598127
2024-12-09 12:00:00,0.73903,0.819531,NA,0.107766669307514,0.181473204760439,0.1025555705465,0.664706020757358
2024-12-09 13:00:00,0.705584,0.772694,NA,0.0949684576345551,0.159048797902047,0.132025473471217,0.634115355284675
2024-12-09 14:00:00,0.710472,0.789629,NA,0.101900059407156,0.169124062510749,0.156716564870531,0.631676882254106
2024-12-09 15:00:00,0.727063,0.806269,NA,0.113879347284337,0.187179266336962,0.183613057216003,0.605710781244782
2024-12-09 16:00:00,0.726284,0.863074,NA,0.11395955986292,0.238698429081617,0.209650048121181,0.656256985008423
