"date","co_quantaq_dpw","co_quantaq_pema","co_quantaq_pha","co_beaco2n_dpw","co_beaco2n_pema","co_beaco2n_pha","residual"
2024-11-22 17:00:00,0.947548,NA,NA,0.175240318834775,0.23709397079996,0.166476694580291,0.827119365262681
2024-11-22 18:00:00,0.920345,NA,NA,0.175361659975903,0.338112916584881,0.314402420330567,0.789972899624632
2024-11-22 19:00:00,0.910243,NA,NA,0.178500331566123,0.322103834941925,0.325940446880377,0.782168197628521
2024-11-22 20:00:00,0.830922,NA,NA,0.123395447407112,0.247423602689456,0.262654419554066,0.684634781185055
2024-11-22 21:00:00,0.806717,NA,NA,0.119127840530803,0.235411222887251,0.222171031418498,0.66362811004014
2024-11-22 22:00:00,0.884791,NA,NA,0.183805223589641,0.221934710525017,0.218084301828717,0.751019457876564
2024-11-22 23:00:00,0.864609,NA,NA,0.177259423138211,0.18067521701456,0.184245719091075,0.738048379897582
2024-11-23,0.827601,NA,NA,0.160945980470722,0.250439248739744,0.153678557916689,0.70985419726334
2024-11-23 01:00:00,0.831412,NA,NA,0.160925335641164,0.198505790312589,0.134466893734024,0.650219011109811
2024-11-23 02:00:00,0.844991,NA,NA,0.18003658193617,0.244678295874915,0.132171759145755,0.549775925444009
2024-11-23 03:00:00,0.770527,NA,NA,0.116917289920751,0.178658593624696,0.135029267801539,0.487713227848552
2024-11-23 04:00:00,0.743804,NA,NA,0.099130848611702,0.135172983432198,0.10222499625729,0.443953250904204
2024-11-23 05:00:00,0.734208,NA,NA,0.101079608905682,0.13676078113965,0.0989027779972504,0.403236886386676
2024-11-23 06:00:00,0.739975,NA,NA,0.1081296277994,0.161284317144909,0.0956808466254629,0.528224362784271
2024-11-23 07:00:00,0.730089,NA,NA,0.0968965940160122,0.182353700108884,0.100352000951308,0.535950938718595
2024-11-23 08:00:00,0.736561,NA,NA,0.106297152046974,0.20602307112483,0.111126770691635,0.57580786130702
2024-11-23 09:00:00,0.740033,NA,NA,0.111891328204254,0.18626329621195,0.113530137127681,0.600268161016879
2024-11-23 10:00:00,0.751287,NA,NA,0.121113903852563,0.144107029883251,0.125575381984364,0.598398467888028
2024-11-23 12:00:00,0.735008,NA,NA,0.112289130087193,0.136662330306634,0.116952866550019,0.556204550919883
2024-11-23 13:00:00,0.721955,NA,NA,0.0962017809196724,0.119276472449076,0.108977522750938,0.51076668051339
2024-11-23 14:00:00,0.709315,NA,NA,0.0834029748075245,0.140493874385079,0.0922929898978327,0.42866810757907
2024-11-23 15:00:00,0.694866,NA,NA,0.0722195594143589,0.154730292944281,0.07670626854251,0.354709364056875
2024-11-23 16:00:00,0.695242,NA,NA,0.0761258175982477,0.165159375912113,0.0918729179829574,0.526233979327307
2024-11-23 17:00:00,0.704935,NA,NA,0.0835076539659687,0.19638208051552,0.0995765537917434,0.572043322927553
2024-11-23 18:00:00,0.715157,NA,NA,0.0922069501563223,0.186113305731735,0.104563157766087,0.583704764965379
2024-11-23 19:00:00,0.725306,NA,NA,0.0979939863047753,0.161448769629049,0.107599810577723,0.354744090819184
2024-11-23 20:00:00,0.716618,NA,NA,0.0897428160804507,0.115840137013515,0.0977559105058211,0.319724975471989
2024-11-23 21:00:00,0.719352,NA,NA,0.0921762169283763,0.1167402583169,0.0954466286381817,0.340758920265643
2024-11-23 22:00:00,0.728318,NA,NA,0.0989718822418606,0.120126317845955,0.0924077653471191,0.326001825705054
2024-11-23 23:00:00,0.727341,NA,NA,0.101205225116606,0.156921590625701,0.0952297771196826,0.586076356153144
2024-11-24,0.729187,NA,NA,0.104737770105032,0.156225168872383,0.0916953935828264,0.536496942415221
2024-11-24 01:00:00,0.739687,NA,NA,0.121504861744558,0.159995924887566,0.0991845941688321,0.546213705109953
2024-11-24 02:00:00,0.723857,NA,NA,0.101960408323573,0.139864343240562,0.0927752955415465,0.56815771838137
2024-11-24 03:00:00,0.699944,NA,NA,0.0784473847626805,0.111623840619288,0.0791549127934704,0.551552984144526
2024-11-24 04:00:00,0.683692,NA,NA,0.0619986717380398,0.102154128310444,0.0708847918041262,0.537928951223878
2024-11-24 05:00:00,0.679376,NA,NA,0.0594380927491725,0.100837967791654,0.0696842610988516,0.540653063846412
2024-11-24 06:00:00,0.686063,NA,NA,0.0621281518405461,0.113303130356753,0.0702169075014991,0.514961857937792
2024-11-24 07:00:00,0.691257,NA,NA,0.0666813849778689,0.119050558486304,0.0963609444478851,0.55326073801731
2024-11-24 08:00:00,0.69542,NA,NA,0.0848328514378828,0.107775836520784,0.082287154864856,0.590559400233901
2024-11-24 09:00:00,0.692892,NA,NA,0.0766760554682504,0.103590498625287,0.0802332948869397,0.58640670943857
2024-11-24 10:00:00,0.695335,NA,NA,0.0839236849120973,0.109370227695802,0.0874854166780204,0.574894552039476
2024-11-24 11:00:00,0.691888,NA,NA,0.0761332836054971,0.118633576470268,0.10026199523019,0.539327013538537
2024-11-24 12:00:00,0.698795,NA,NA,0.0881257967419865,0.118989526249522,0.104358116480188,0.539330596179144
2024-11-24 13:00:00,0.69487,NA,NA,0.0756710494754091,0.121890168633805,0.105168516048254,0.551105475238832
2024-11-24 14:00:00,0.708439,NA,NA,0.0851643637956995,0.133474220626912,0.119579751933995,0.589646485606145
2024-11-24 15:00:00,0.713554,NA,NA,0.0880056094381835,0.145231384551217,0.123799862252978,0.608362262497043
2024-11-24 16:00:00,0.725107,NA,NA,0.0925341500684554,0.156191402248518,0.120219308058294,0.62676411425352
2024-11-24 17:00:00,0.727505,NA,NA,0.0897570089644321,0.160839134344213,0.127962137492,0.628581074184067
2024-11-24 18:00:00,0.732882,NA,NA,0.0934314456543101,0.142854903034696,0.11978016855124,0.613355899222965
2024-11-24 19:00:00,0.728702,NA,NA,0.0893067480169309,0.130295848677287,0.106705601880905,0.604383306431166
2024-11-24 20:00:00,0.723863,NA,NA,0.0854209440593836,0.129647826072545,0.104408346904074,0.584422989784403
2024-11-24 21:00:00,0.720977,NA,NA,0.0828837664638218,0.136267715640255,0.121657605453101,0.544430669119481
2024-11-24 22:00:00,0.723191,NA,NA,0.0846784871185768,0.138569123687772,0.094436159676075,0.517144449078608
2024-11-24 23:00:00,0.724649,NA,NA,0.0858365935447779,0.150776390013438,0.0891675507813268,0.470961770254838
2024-11-25,0.72113,NA,NA,0.0844397295267875,0.132508652937907,0.0838647983457796,0.515774374804902
2024-11-25 01:00:00,0.720052,NA,NA,0.0828672272056671,0.130813600781236,0.085622717772172,0.51002021942858
2024-11-25 02:00:00,0.717388,NA,NA,0.0810456868613874,0.148191513448501,0.0815295515239507,0.568303590686527
2024-11-25 03:00:00,0.720652,NA,NA,0.0842201281480494,0.187664133539508,0.0959713612427591,0.598371800311206
2024-11-25 04:00:00,0.734887,NA,NA,0.0991260518345353,0.239933084948044,0.0920666456010549,0.653891068463427
2024-11-25 05:00:00,0.764434,NA,NA,0.12387816944592,0.224332689326181,0.101691860700358,0.700419902907846
2024-11-25 06:00:00,0.808848,NA,NA,0.162175719310891,0.196633528158912,0.121220907950262,0.74940683497903
2024-11-25 07:00:00,0.817829,NA,NA,0.173968908172504,0.210134136913284,0.174911690123615,0.763536235426164
2024-11-25 08:00:00,0.782307,NA,NA,0.157688464722855,0.148704557494237,0.116936024951399,0.716358234437964
2024-11-25 09:00:00,0.758499,NA,NA,0.131524618068533,0.119239102226397,0.0982403982381919,0.677473314262605
