local_timestamp,epoch,datetime,node_file_id,co_wrk_aux,temp,rh,pressure,pm2_5,no2_wrk_aux,no_wrk_aux,o3_wrk_aux,co2_raw,co_corrected,node_id
2022-08-08 17:00:00,1660003200.0,2022-08-09 00:00:00,3055202,0.06900216666666664,25.413248333333332,41.21140716666667,1007.6234928333333,0.06353,-0.01127516666666667,0.024812333333333325,0.0023110000000000075,451.30472483333335,0.14103266707376888,276
2022-08-08 18:00:00,1660006800.0,2022-08-09 01:00:00,3055203,0.0696128333333334,24.73684,42.141905333333334,1007.6974633333333,0.06808,-0.010563833333333328,0.023512166666666667,0.0034373333333332923,453.2449275,0.14087414299730033,276
2022-08-08 19:00:00,1660010400.0,2022-08-09 02:00:00,3055204,0.06972250000000002,24.393673166666666,43.0510665,1007.4343671666667,0.17176,-0.010014166666666657,0.02298083333333334,0.0046459999999999835,455.4288736666667,0.1405210084273601,276
2022-08-08 20:00:00,1660014000.0,2022-08-09 03:00:00,3055205,0.06887816666666668,24.186751,43.476736333333335,1007.5641441666667,0.16628,-0.010160666666666651,0.022971666666666668,0.004460666666666668,455.6018221666667,0.13909420119236887,276
2022-08-08 21:00:00,1660017600.0,2022-08-09 04:00:00,3055206,0.06792083333333332,24.048311666666667,43.858997,1007.4541848333333,0.12207,-0.010276333333333332,0.02279216666666667,0.0040761666666666585,451.99993616666666,0.13761019613504266,276
2022-08-08 22:00:00,1660021200.0,2022-08-09 05:00:00,3055207,0.06828133333333336,23.9393465,44.126635,1007.149939,0.27294,-0.010358833333333317,0.023028166666666683,0.003772666666666702,453.85926766666665,0.13792334369010356,276
2022-08-08 23:00:00,1660024800.0,2022-08-09 06:00:00,3055208,0.07074749999999996,23.902733,44.19448083333333,1006.6969025,0.44262,-0.010527333333333333,0.022952499999999987,0.0040723333333333445,453.7882696666667,0.14116045685582918,276
2022-08-09 00:00:00,1660028400.0,2022-08-09 07:00:00,3055209,0.06939649999999997,24.404998833333334,43.19198083333333,1006.5748075,0.73474,-0.011275499999999994,0.023941500000000004,0.0022271666666666134,456.1331103333333,0.14010608460666862,276
2022-08-09 01:00:00,1660032000.0,2022-08-09 08:00:00,3055210,0.07495716666666669,24.0594445,44.38102716666667,1006.3667651666667,0.93882,-0.010404833333333363,0.0230663333333333,0.0029756666666666542,456.3717163333333,0.14699808994667213,276
2022-08-09 02:00:00,1660035600.0,2022-08-09 09:00:00,3055211,0.08100883333333331,23.918788166666666,44.48560583333333,1006.4352665,0.99766,-0.010431166666666658,0.023220333333333287,0.002505499999999994,457.1645785,0.15488400729049306,276
2022-08-09 03:00:00,1660039200.0,2022-08-09 10:00:00,3055212,0.09664683333333329,23.800086,44.72259066666667,1006.6885683333334,1.54846,-0.010085333333333335,0.023106666666666664,0.002626666666666666,459.1304585,0.17565802388321577,276
2022-08-09 04:00:00,1660042800.0,2022-08-09 11:00:00,3055213,0.1047251666666667,23.7427295,44.988835333333334,1007.0006365,2.08235,-0.009836166666666646,0.023224166666666657,0.0028329999999999744,461.13391566666667,0.18642607849978748,276
2022-08-09 08:00:00,1660057200.0,2022-08-09 15:00:00,3055214,0.6467700000000001,36.70376,40.97665,1010.04378,6.1989,-0.030909999999999993,0.09340999999999999,0.0009099999999999664,423.43361,0.7485914945156474,276
2022-08-09 09:00:00,1660060800.0,2022-08-09 16:00:00,3055215,0.09023074074074078,41.00825075471698,33.07635471698113,1009.9048252830189,4.41927,-0.0371535185185185,0.08004777777777783,-0.0032824074074074283,417.57519905660376,0.17200260765903497,276
2022-08-09 10:00:00,1660064400.0,2022-08-09 17:00:00,3055216,0.06484716666666662,44.28222733333333,27.480673666666668,1009.5980478333333,4.18483,-0.039273,0.06235933333333332,0.0009113333333333196,412.3788558333333,0.14831886615966422,276
2022-08-09 11:00:00,1660068000.0,2022-08-09 18:00:00,3055217,0.06685600000000003,45.1978935,25.384120166666666,1009.2979496666667,3.4119,-0.036832166666666666,0.05687983333333335,0.0067091666666667105,409.58000933333335,0.14982375568512077,276
2022-08-09 12:00:00,1660071600.0,2022-08-09 19:00:00,3055218,0.19185916666666664,42.95970333333333,30.304289166666667,1009.142728,4.04706,-0.019685666666666657,0.03854533333333332,0.03251716666666665,419.743173,0.26103759463093407,276
2022-08-09 13:00:00,1660075200.0,2022-08-09 20:00:00,3055219,0.19498349999999998,42.09423483333333,33.18439766666667,1009.3749918333333,4.00473,-0.014295666666666706,0.03644333333333327,0.03301416666666662,419.01983516666667,0.266455251780151,276
2022-08-09 14:00:00,1660078800.0,2022-08-09 21:00:00,3055220,0.26669316666666665,36.1779725,50.1887155,1009.908755,6.31616,0.006778166666666696,0.01681533333333335,0.04249166666666665,432.2590393333333,0.35784474540462474,276
2022-08-09 15:00:00,1660082400.0,2022-08-09 22:00:00,3055221,0.18286016666666666,35.23739966666667,52.00900933333333,1010.6972643333334,4.99765,-0.0042841666666667,0.025996333333333288,0.02486316666666666,422.12702433333334,0.2721830156983878,276
2022-08-09 16:00:00,1660086000.0,2022-08-09 23:00:00,3055222,0.16198433333333334,35.014688666666665,52.243436,1011.2577413333333,4.61593,-0.008950333333333338,0.03157483333333333,0.024713333333333365,425.40961533333336,0.2502433820766352,276
2022-08-09 17:00:00,1660089600.0,2022-08-10 00:00:00,3055223,0.15007216666666667,33.2958865,57.014645,1012.1214631666667,4.80047,-0.007095000000000018,0.029481333333333304,0.02698333333333336,429.6691665,0.23964505269007974,276
2022-08-09 18:00:00,1660093200.0,2022-08-10 01:00:00,3055224,0.13633300000000004,32.722495,59.08467566666667,1012.603762,5.89202,-0.0092666666666667,0.03183233333333335,0.01805616666666665,434.326145,0.22482559122475065,276
2022-08-09 19:00:00,1660096800.0,2022-08-10 02:00:00,3055225,0.1457268333333333,32.19545633333333,62.212558333333334,1012.7023433333334,5.0446,-0.007757000000000014,0.030973666666666677,0.014347666666666703,443.94763716666665,0.23595955777975136,276
2022-08-09 20:00:00,1660100400.0,2022-08-10 03:00:00,3055226,0.12509050000000005,31.689210166666665,62.19932433333334,1013.1772835,6.13208,-0.012599166666666661,0.0345105,0.0032831666666666703,446.12163016666665,0.21268224977667927,276
2022-08-09 21:00:00,1660104000.0,2022-08-10 04:00:00,3055227,0.05287900000000001,27.99009433333333,60.901539666666665,1014.0211165,5.49882,-0.014266000000000001,0.03042066666666665,-0.0035953333333332838,438.11369966666666,0.12435459203233191,276
2022-08-09 22:00:00,1660107600.0,2022-08-10 05:00:00,3055228,0.05763849999999998,26.447073166666666,61.88738683333333,1014.48918,2.50118,-0.0127525,0.028318333333333334,-0.0037726666666666464,440.18405616666666,0.1279317127113923,276
2022-08-09 23:00:00,1660111200.0,2022-08-10 06:00:00,3055229,0.05558700000000005,25.982359666666667,61.45648883333333,1014.7934843333334,1.03538,-0.01268916666666664,0.027808,-0.003491999999999995,436.53559583333333,0.12455309919648948,276
2022-08-10 00:00:00,1660114800.0,2022-08-10 07:00:00,3055230,0.0541355,25.578895,61.38198933333334,1015.0805013333334,0.7346,-0.01197999999999999,0.02805716666666669,-0.0018578333333333363,430.73243583333334,0.12199533681119822,276
2022-08-10 01:00:00,1660118400.0,2022-08-10 08:00:00,3055231,0.05451066666666665,25.393554166666668,61.397572833333335,1015.4975348333334,1.00948,-0.011185999999999974,0.028941666666666643,-0.0013801666666666823,430.1734711666667,0.12216127706724733,276
2022-08-10 02:00:00,1660122000.0,2022-08-10 09:00:00,3055232,0.05530900000000005,25.3831885,61.040771,1015.8047938333333,1.50585,-0.011491499999999988,0.0276878333333333,-0.0015580000000000038,429.0340126666667,0.12318158045999088,276
2022-08-10 03:00:00,1660125600.0,2022-08-10 10:00:00,3055233,0.060936500000000005,25.4056995,60.195526666666666,1016.3014326666666,1.59906,-0.011457833333333334,0.02892683333333329,-0.0016338333333333344,429.2262733333333,0.13053631298077764,276
2022-08-10 04:00:00,1660129200.0,2022-08-10 11:00:00,3055234,0.05881700000000001,25.7658075,58.807586,1016.7223991666667,1.87943,-0.011531500000000028,0.0315333333333333,-0.0016875000000000084,428.95401116666665,0.1283634636592486,276
2022-08-10 05:00:00,1660132800.0,2022-08-10 12:00:00,3055235,0.06005883333333334,26.210149833333332,57.088142,1017.172217,1.43091,-0.013146500000000005,0.030424833333333345,-0.0024478333333333713,427.8267583333333,0.13065778985126283,276
2022-08-10 06:00:00,1660136400.0,2022-08-10 13:00:00,3055236,0.05934583333333332,27.525025,52.18861733333333,1017.3399496666667,1.56706,-0.01629200000000003,0.03293183333333333,-0.005760666666666692,423.085265,0.13170912259085743,276
2022-08-10 07:00:00,1660140000.0,2022-08-10 14:00:00,3055237,0.04181449999999998,31.851897333333334,41.6208405,1017.2305393333334,1.63146,-0.02514949999999999,0.043893833333333354,-0.014882000000000006,418.3931773333333,0.11698616371212321,276
2022-08-10 08:00:00,1660143600.0,2022-08-10 15:00:00,3055238,0.03566283333333331,34.882008,35.9679045,1017.111303,1.31059,-0.027925499999999992,0.04932866666666669,-0.015212000000000003,414.1265848333333,0.11443259459642512,276
