mos_into_deployment,R^2,RMSE,MBE,Median_Bias_Error,measurement_sd,reference_sd
0,0.128952790462282,0.14301559372448144,0.04175656349325316,0.0697847863049287,0.04040023679584996,0.14606487817027478
1,0.10804868148075472,0.13966192418244602,0.07673874271933917,0.10341286931918856,0.053990893276273134,0.08835098170207735
2,0.11836686014674624,0.15127153928133558,0.12294921516900538,0.1325383545122897,0.07030890268026606,0.08756166527262377
3,0.11002263256910196,0.06693208115559732,0.03194499290070942,0.026992690626180836,0.05743552644952944,0.05567676804477739
4,0.1335820605430676,0.0628175013443603,0.038186817483562834,0.0299068695588222,0.035551340824755244,0.02277343457044857
5,NA,NA,NA,NA,NA,0.02015245498526325
6,0.23342211947622404,0.026732359731554158,0.017774916341031132,0.019975200327966902,0.013438473137307061,0.007960679757101272
7,0.4525196830639294,0.04249119336366748,0.018251669535633768,0.012847778871907807,0.043500671082367486,0.05681996764857867
8,0.2053099449048586,0.08451012093055013,-7.175716441476096e-4,0.012326866313216223,0.04822842762432561,0.08454286730135668
9,0.39362417358167673,0.09053830860655054,0.02572614208346191,0.0270039401019026,0.08939920620038662,0.10064085803575819
10,0.5072769229889607,0.11469548616483584,0.059635070502558264,0.05940187274157059,0.11282730011558013,0.12340312652466852
11,0.4997634270956698,0.0938708055737091,0.04936131842789354,0.0535436332806227,0.09786073184325951,0.10936152175093025
12,0.3397680520837378,0.12891911971166892,0.028350606209276208,0.0476751593429752,0.10747918247595017,0.1464478434360675
13,0.4197787932610388,0.12683022992506915,0.047960078947580524,0.06814708519316046,0.10706246297054561,0.13566080526008134
14,0.5388132015129005,0.08101169313064639,0.03606266397148406,0.047198257880056334,0.07902522806351393,0.10038004097152728
15,0.2943333750611256,0.06215803353927715,0.03519648513535085,0.04209421292506555,0.05600244938530219,0.04907855763514441
16,0.1020012761437073,0.059513294223412255,0.03454821113017609,0.03923824431273215,0.044269852278071974,0.03346328300884794
17,0.11437409438204774,0.06683103801885874,0.04252288300762977,0.0417854029173375,0.04340511254619508,0.031025555026046477
18,0.04389420912106789,0.024329653692300262,0.016565705565604518,0.018609245201738192,0.022088731289486782,0.0074909075438155
19,0.46292169541948053,0.03256895900561795,0.0216719144586134,0.027126476341975805,0.02176047890512865,0.02706860328842205
20,0.20866937636391295,0.061531817240564377,0.034907428298089994,0.03933789996282,0.048403904936928,0.05743295447635817
21,0.4357239663172733,0.09182261492174731,0.027390310773365876,0.027320209369196893,0.07142412687682068,0.09870240977458516
22,0.4726990433614052,0.14020012610945978,0.022753121401852792,0.06255941584074731,0.09497682353499715,0.17054642085189115
23,0.3782645803317194,0.10576585721571069,0.046688563234939216,0.05925021752627624,0.08858222153293148,0.11288309843107103
24,0.6576099088135918,0.07700144008720732,0.0658570975412011,0.056310781931272307,0.060813332095032334,0.11238379970882367
25,NA,NA,NA,NA,NA,0.137275482748388
26,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,0.0666813574171478,NA
33,NA,NA,NA,NA,0.08894095690684237,NA
34,NA,NA,NA,NA,0.08008313643851162,NA
35,NA,NA,NA,NA,0.0763576781185815,NA
36,NA,NA,NA,NA,0.0795282338996578,NA
37,NA,NA,NA,NA,0.07874382033066692,NA
38,NA,NA,NA,NA,0.047416997066271845,NA
39,NA,NA,NA,NA,0.10218137743436112,NA
40,NA,NA,NA,NA,0.02740076948060325,NA
41,NA,NA,NA,NA,NA,NA
