mos_into_deployment,R^2,RMSE,MBE,Median_Bias_Error,residual_kurtosis,residual_skewness
0,NA,NA,NA,NA,NA,NA
1,0.5734374748716328,0.19463405724027327,-0.15164771791456494,-0.16087481886314442,9.825380280716569,0.6361032537584702
2,0.7503056304852719,0.2227015581494076,-0.1584469202741125,-0.14658393866314073,8.432371763399098,-1.4171545901726927
3,0.5828868352580788,0.2045913865215791,-0.16837675655367554,-0.16967127431104376,4.194403414078998,-0.5746179491334041
4,0.5632800202335144,0.18927692664209175,-0.14564041566640062,-0.13680226838509985,6.99637864487385,-0.8544383079865202
5,0.5346969135391788,0.17962323056711268,-0.13886880488843284,-0.1343265091960037,3.550849033802888,-0.5367345857159264
6,0.23335103090220483,0.15457400774006136,-0.09943744803904954,-0.07259619844297471,3.5794896344187377,-0.8530681409261147
7,0.19151043538849497,0.17007410942172865,-0.12172831541835412,-0.11224637415386601,3.3470263655953225,-0.6163748249667302
8,0.662099037017689,0.2760748073428917,-0.18106207791610304,-0.1358991412859577,21.217789059572095,-2.644456633468655
9,0.23990597911863515,0.4215392636038075,-0.3994264739387426,-0.3900756051139548,3.7926221606840076,-0.5225104705652418
10,0.28656833709667,0.2256657319905244,-0.1724354687208832,-0.15705237466752944,2.600126218194899,-0.48592991901316607
11,0.4725320272295709,0.1886633438940987,-0.12688547774373493,-0.09735939350778555,3.4994715489158663,-0.8270630389051612
12,0.4777725949671572,0.21105845927641542,-0.15706288029752322,-0.1505567317808756,3.124114115970783,-0.30705569733843835
13,0.5210962642872349,0.23632127109841802,-0.1821697408980249,-0.1980959918710348,5.087189648203782,0.23129828330109808
14,0.6973599775295718,0.27086907756412704,-0.21824530325093486,-0.1998079500328846,4.232299763911838,-0.738721735019598
15,0.5380817607412186,0.20390872580869857,-0.16289963090740034,-0.15611676741388159,3.118542219332984,-0.5672828565186041
16,0.609436645413072,0.22535711654612184,-0.1790083514181594,-0.1587345474611507,5.22289066831314,-1.0911802681431242
17,0.5419206395189317,0.1728768319143376,-0.13148867281774412,-0.11886079448750393,4.927872855650883,-0.9729271332880953
18,0.4222985670143679,0.1690239497215227,-0.11478836382404937,-0.08802916321528761,11.174712936919972,-1.969286443893769
19,0.21856086800052832,0.14010813725165946,-0.08366474750861426,-0.04609055967623585,3.7339150706071482,-1.0649866663604493
20,0.05168246111843435,0.20951608164631233,-0.12299489187413976,-0.1213715837003072,79.81066141103146,5.956855715642713
21,0.16714999894161645,0.1954196324577364,-0.1512810356971022,-0.15007047718635738,2.4914216943847727,-0.3283811870043335
22,0.2609611125505151,0.2135601438580584,-0.15787649531786818,-0.15581436107042732,3.2875574769809264,-0.6193085645254282
23,0.2621228634634137,0.15485310849363546,-0.07413775012920482,-0.046811414237623805,3.62525739345522,-0.8190894346821841
24,NA,NA,NA,NA,NA,NA
25,1,3.231620657908786,2.520392010794189,2.520392010794189,1,-3.220163026610413e-16
26,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,NA,NA
32,NA,NA,NA,NA,NA,NA
