mos_into_deployment,R^2,RMSE,MBE,Median_Bias_Error,measurement_sd,reference_sd
0,0.06849557458779078,0.20629109642838125,0.1455539686182184,0.16646402481628958,0.061800365048656714,0.14606487817027478
1,0.25118778429824323,0.131833726572391,0.0762004917240156,0.08511734543003638,0.06525244146755797,0.08835098170207735
2,NA,NA,NA,NA,NA,0.08756166527262377
3,NA,NA,NA,NA,NA,0.05567676804477739
4,NA,NA,NA,NA,NA,0.02277343457044857
5,NA,NA,NA,NA,NA,0.02015245498526325
6,0.0026925647520708988,0.019017207493865075,0.012921611740980818,0.009926118186504101,0.017306655936346088,0.007960679757101272
7,0.5638352759554913,0.02982820540590343,-0.001754271720748428,-0.007346120790306401,0.06635729870611698,0.05681996764857867
8,0.36502166066759495,0.07899691675393718,0.003172655945153965,0.0064212458453514545,0.07606727028232675,0.08454286730135668
9,0.19563167216081015,0.10972541214947076,0.04401235423133801,0.05142273860585339,0.08527668681364965,0.10064085803575819
10,0.1277261976090774,0.1268482845791609,0.04534250097013649,0.05439654773041781,0.07748290374634152,0.12340312652466852
11,0.3493129808739349,0.15013830749600832,0.121390735918634,0.14255399530062018,0.06909537013415193,0.10936152175093025
12,0.1921357476194659,0.14432173481098567,0.058440541768935456,0.0911894796874874,0.07405955241634904,0.1464478434360675
13,0.11365497453361258,0.14924534888136132,0.059151326397749844,0.07968763128436449,0.09171260383925041,0.13566080526008134
14,0.3340757696373536,0.10923378039697135,0.03549571815944691,0.03152199840113389,0.11971274615926011,0.10038004097152728
15,0.03924261716581057,0.14339268341736935,0.07321506605491768,0.091924961241671585,0.11319040175511126,0.04907855763514441
16,NA,NA,NA,NA,NA,0.03346328300884794
17,NA,NA,NA,NA,NA,0.031025555026046477
18,NA,NA,NA,NA,NA,0.0074909075438155
19,NA,NA,NA,NA,NA,0.02706860328842205
20,NA,NA,NA,NA,NA,0.05743295447635817
21,NA,NA,NA,NA,NA,0.09870240977458516
22,NA,NA,NA,NA,NA,0.17054642085189115
23,NA,NA,NA,NA,NA,0.11288309843107103
24,NA,NA,NA,NA,NA,0.11238379970882367
25,NA,NA,NA,NA,NA,0.137275482748388
26,NA,NA,NA,NA,NA,NA
27,NA,NA,NA,NA,NA,NA
28,NA,NA,NA,NA,NA,NA
29,NA,NA,NA,NA,NA,NA
30,NA,NA,NA,NA,NA,NA
31,NA,NA,NA,NA,0.03954581948886024,NA
32,NA,NA,NA,NA,0.04668081771031221,NA
33,NA,NA,NA,NA,0.08137039021554575,NA
34,NA,NA,NA,NA,0.08117007280637395,NA
35,NA,NA,NA,NA,0.06108300633306088,NA
36,NA,NA,NA,NA,0.05396016740917478,NA
37,NA,NA,NA,NA,0.061967181401128495,NA
38,NA,NA,NA,NA,0.07693794107177562,NA
39,NA,NA,NA,NA,0.06161504894181122,NA
